MOVIES,YEAR,GENRE,IMDB-RATING,DURATIONS,IMAGE,SCREENSHOT,TRAILER,SYNOPSIS,720p torrent,1080p torrent
Sekando rabu,1983 [JAPANESE],Drama,4.4,  1 hr 43 min  ,https://img.yts.mx/assets/images/movies/sekando_rabu_1983/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/sekando_rabu_1983/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/sekando_rabu_1983/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/sekando_rabu_1983/large-screenshot3.jpg']",https://www.youtube.com/embed/?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3, ,https://yts.mx/torrent/download/88BB1AE7DE9CFC9FF7CBF8AB1FEC24ACC517945F,https://yts.mx/torrent/download/892680CCD6BE5DEFE08498984B8C892FA942F17A
Doctors of the Dark Side,2011,Crime / Documentary / News,7.2,  1 hr 13 min  ,https://img.yts.mx/assets/images/movies/doctors_of_the_dark_side_2011/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/doctors_of_the_dark_side_2011/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/doctors_of_the_dark_side_2011/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/doctors_of_the_dark_side_2011/large-screenshot3.jpg']",https://www.youtube.com/embed/?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," Doctors of the Dark Side is the first feature length documentary about the pivotal role of physicians and psychologists in detainee torture. The stories of four detainees and the doctors involved in their abuse demonstrate how US Army and CIA doctors implemented the Enhanced Interrogation Techniques and covered up signs of torture at Guantanamo and Abu Ghraib. Interviews with medical, legal and intelligence experts and evidence from declassified government memos document what has been called the greatest scandal in American medical ethics. Based on four years of research by Producer/Director Martha Davis, written by Oscar winning Mark Jonathan Harris, and filmed in HD by Emmy winning DP Lisa Rinzler, the film shows how the torture of detainees could not continue without the assistance of the doctors. —Anonymous ",https://yts.mx/torrent/download/18EBF612C6C099D39C8DCBB3DEBB6B0950D2E1F2,https://yts.mx/torrent/download/5E90E2A7B2A8689500D8198B6EEC330F6D25F7A5
Whispering Corridors: The Humming,2020 [KOREAN],Horror / Mystery,5.4,  1 hr 48 min  ,https://img.yts.mx/assets/images/movies/whispering_corridors_the_humming_2020/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/whispering_corridors_the_humming_2020/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/whispering_corridors_the_humming_2020/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/whispering_corridors_the_humming_2020/large-screenshot3.jpg']",https://www.youtube.com/embed/xuq5-w6bEUo?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," Strange things happen in the closed toilets of Eunhee's old school, where she was deputy head girl. Hayeong and Soyeon, who used the place as their hideout, believed there was a ghost there after they heard a humming sound echoing in the toilet, even when no-one else was present. With a plant pot discovered by chance as evidence, Hayeong believes the mystery is linked to Eunhee, and after being accused, Eunhee suffers from visual and auditory hallucinations. She is also convinced that she was called there after seeing female students with injured faces all over her old school. —Korean Film Biz Zone ",https://yts.mx/torrent/download/0618ED2841EB1433820DB35FAC75B29634A88CE5,https://yts.mx/torrent/download/9664A4BC6E30EE79EF289428994A8952A195D942
Rocks in My Pockets,2014,Animation / Comedy / Drama,7.5,  1 hr 28 min  ,https://img.yts.mx/assets/images/movies/rocks_in_my_pockets_2014/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/rocks_in_my_pockets_2014/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/rocks_in_my_pockets_2014/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/rocks_in_my_pockets_2014/large-screenshot3.jpg']",https://www.youtube.com/embed/gJcVnFripdc?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," Latvia, the late 1920s. Anna, a young woman, pretty and educated, falls in love with an adventurous entrepreneur, 30 years her senior. But with marriage comes great jealousy, and the entrepreneur hides Anna away in the forest, far from other men, where she bears him eight children. The Great Depression hits them hard. Then Latvia is overrun with invasions by the Soviets, then the Nazis, then the Soviets once again. Anna is a pillar of strength, defying the hardships, raising her young, teaching them survival secrets of the forest. But something inside her is terribly wrong. Years later, Signe, a young artist, asks her father, ""how did my grandmother die?"" Her father is evasive. His seven siblings are evasive, as well. Signe strongly suspects that Anna committed suicide. Clues of mental illness had always leaked through the family stories. Signe suffers from depression herself. Her suicidal fantasies get her locked away for four months in a Soviet mental institute. Three of her cousins, all women, battle madness, as well. Could there be a link between Anna and the four granddaughters? Defying the stigma that silences so many, Signe takes us on a journey deep into her own depression where she looks to confront the family demons. ",https://yts.mx/torrent/download/71A96ACB6803CD01F5C8EC6316A769489E485EF1,https://yts.mx/torrent/download/58CBAEA4DC4A93DD7269337C23AE15EAA8A8FD68
History Stalins Tochter,2015 [GERMAN],Documentary / Drama / History,7.1,  12 hr 52 min  ,https://img.yts.mx/assets/images/movies/history_stalins_tochter_2015/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/history_stalins_tochter_2015/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/history_stalins_tochter_2015/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/history_stalins_tochter_2015/large-screenshot3.jpg']",https://www.youtube.com/embed/?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3, Stalin's daughter. ,https://yts.mx/torrent/download/FBF966F0A56F6C1C340B751CE91A579E87CC158C,https://yts.mx/torrent/download/28F827DA2E28AA49226C10EF85C79DFB12F71BBD
Whispering Corridors: The Humming,2020 [KOREAN],Horror / Mystery,5.4,  1 hr 48 min  ,https://img.yts.mx/assets/images/movies/whispering_corridors_the_humming_2020/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/whispering_corridors_the_humming_2020/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/whispering_corridors_the_humming_2020/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/whispering_corridors_the_humming_2020/large-screenshot3.jpg']",https://www.youtube.com/embed/xuq5-w6bEUo?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," Strange things happen in the closed toilets of Eunhee's old school, where she was deputy head girl. Hayeong and Soyeon, who used the place as their hideout, believed there was a ghost there after they heard a humming sound echoing in the toilet, even when no-one else was present. With a plant pot discovered by chance as evidence, Hayeong believes the mystery is linked to Eunhee, and after being accused, Eunhee suffers from visual and auditory hallucinations. She is also convinced that she was called there after seeing female students with injured faces all over her old school. —Korean Film Biz Zone ",https://yts.mx/torrent/download/0618ED2841EB1433820DB35FAC75B29634A88CE5,https://yts.mx/torrent/download/9664A4BC6E30EE79EF289428994A8952A195D942
Rocks in My Pockets,2014,Animation / Comedy / Drama,7.5,  1 hr 28 min  ,https://img.yts.mx/assets/images/movies/rocks_in_my_pockets_2014/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/rocks_in_my_pockets_2014/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/rocks_in_my_pockets_2014/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/rocks_in_my_pockets_2014/large-screenshot3.jpg']",https://www.youtube.com/embed/gJcVnFripdc?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," Latvia, the late 1920s. Anna, a young woman, pretty and educated, falls in love with an adventurous entrepreneur, 30 years her senior. But with marriage comes great jealousy, and the entrepreneur hides Anna away in the forest, far from other men, where she bears him eight children. The Great Depression hits them hard. Then Latvia is overrun with invasions by the Soviets, then the Nazis, then the Soviets once again. Anna is a pillar of strength, defying the hardships, raising her young, teaching them survival secrets of the forest. But something inside her is terribly wrong. Years later, Signe, a young artist, asks her father, ""how did my grandmother die?"" Her father is evasive. His seven siblings are evasive, as well. Signe strongly suspects that Anna committed suicide. Clues of mental illness had always leaked through the family stories. Signe suffers from depression herself. Her suicidal fantasies get her locked away for four months in a Soviet mental institute. Three of her cousins, all women, battle madness, as well. Could there be a link between Anna and the four granddaughters? Defying the stigma that silences so many, Signe takes us on a journey deep into her own depression where she looks to confront the family demons. ",https://yts.mx/torrent/download/71A96ACB6803CD01F5C8EC6316A769489E485EF1,https://yts.mx/torrent/download/58CBAEA4DC4A93DD7269337C23AE15EAA8A8FD68
History Stalins Tochter,2015 [GERMAN],Documentary / Drama / History,7.1,  12 hr 52 min  ,https://img.yts.mx/assets/images/movies/history_stalins_tochter_2015/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/history_stalins_tochter_2015/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/history_stalins_tochter_2015/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/history_stalins_tochter_2015/large-screenshot3.jpg']",https://www.youtube.com/embed/?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3, Stalin's daughter. ,https://yts.mx/torrent/download/FBF966F0A56F6C1C340B751CE91A579E87CC158C,https://yts.mx/torrent/download/28F827DA2E28AA49226C10EF85C79DFB12F71BBD
Blue,2021 [JAPANESE],Drama / Sport,6.6,  1 hr 47 min  ,https://img.yts.mx/assets/images/movies/blue_2021/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/blue_2021/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/blue_2021/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/blue_2021/large-screenshot3.jpg']",https://www.youtube.com/embed/l9TgBRMP64o?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," Nobuto is a boxer who is not going to be a champion anytime soon. He works hard, trains, attends consistently and yet ends up amassing losses. In the same gym and training with Nobuto is Kazuki. The latter man looks destined for success. Moreover, he is engaged to Chika who was crushed on by Nobuto when they were children. —aghaemi ",https://yts.mx/torrent/download/CAC14DA433C0EEC41101DEF71F2B86E977AE1A7C,https://yts.mx/torrent/download/DAE33D013D20F658B2D97A6EC8AE313AA2C0AB86
Dark Side of Light,2009 [GERMAN],Documentary,6.4,  12 hr 43 min  ,https://img.yts.mx/assets/images/movies/dark_side_of_light_2009/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/dark_side_of_light_2009/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/dark_side_of_light_2009/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/dark_side_of_light_2009/large-screenshot3.jpg']",https://www.youtube.com/embed/?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," Since the invention of the light bulb, natural darkness is increasingly invaded by artificial light. Once, light was considered unconditionally as an entirely positive element: the more light, the better. It increases safety and has a positive effect on our moods, but scientists are discovering that light also has a dark side as we are discovering its many unforeseen consequences. —lisaw80631 ",https://yts.mx/torrent/download/BC5015D29808C069A7141771E705020BC0E526F9,https://yts.mx/torrent/download/2773E070EE3603377FC488B8B83F1CBEF8900551
Scandal Makers,2018 [VIETNAMESE],Comedy / Family / Romance,6.4,  1 hr 47 min  ,https://img.yts.mx/assets/images/movies/scandal_makers_2018/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/scandal_makers_2018/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/scandal_makers_2018/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/scandal_makers_2018/large-screenshot3.jpg']",https://www.youtube.com/embed/?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," A young lady blackmails her alleged father, a famous radio host into sheltering her and her son. Their close age causes problems when people think they are a couple. ",https://yts.mx/torrent/download/1DC0E7E36CD70DE824B02D97EB95426F9D524380,https://yts.mx/torrent/download/6BFE724CAFDAB07A2D8809F76BDB0D49C4F4BB22
9/11: I Was There,2021,Documentary / History,8.1,  1 hr 16 min  ,https://img.yts.mx/assets/images/movies/911_i_was_there_2021/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/911_i_was_there_2021/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/911_i_was_there_2021/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/911_i_was_there_2021/large-screenshot3.jpg']",https://www.youtube.com/embed/MnyfU1-FdUY?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," A unique and compelling account of the day that changed the modern world, captured by ordinary people who chose to pick up their cameras and film that fateful day on which the September 11 attacks took place in New York. ",https://yts.mx/torrent/download/617A5A5895DCFF6CF5D7B828F4FF26894E62399C,https://yts.mx/torrent/download/9F8747CC46A89C564DC8CE59C890AF9C7B660CE7
